pslist.nproc,pslist.nppid,pslist.avg_threads,dlllist.ndlls,dlllist.avg_dlls_per_proc,handles.nhandles,handles.avg_handles_per_proc,ldrmodules.not_in_load,ldrmodules.not_in_init,ldrmodules.not_in_mem,malfind.ninjections,malfind.commitCharge,psxview.not_in_pslist,callbacks.ncallbacks,Class
81,33,27.9869498661115,1772,50.015928429962514,20714,246.31349677516107,4,2,3,2,9,2,26,Malware
48,12,24.84426832053278,3233,30.856484458643994,5521,183.43090750533815,3,6,2,8,47,0,48,Benign
73,26,9.995561316015841,4960,55.83000378911679,23002,257.92815135426395,10,3,1,5,24,0,17,Malware
36,25,18.140455287742434,3513,12.121754539785332,29190,103.60440027472735,1,8,4,0,9,0,66,Benign
73,17,9.259766177907492,2080,50.10904147435816,16874,431.7786707422372,10,6,1,7,46,2,94,Malware
97,37,30.67453569121922,2752,16.841720564129783,22985,253.49051989877736,10,9,0,3,29,0,59,Malware
63,26,8.275091052628666,3505,18.82886007824922,7306,349.11533697947993,3,1,1,8,8,0,64,Benign
95,17,24.627049902810036,2000,33.86758577622495,12822,229.89024900257377,4,0,0,3,12,1,35,Malware
98,26,23.210000029345075,4279,29.779497043639978,17858,345.92495553599247,5,5,1,0,2,1,62,Benign
84,34,19.183299369405496,2737,34.30861530643355,19184,316.1741574354853,6,5,4,2,9,0,42,Benign
39,39,13.347038679924253,1073,57.001326101552756,5942,183.42373195426487,2,9,1,5,7,2,39,Malware
71,18,17.118694999790883,4555,42.869446778178656,8931,350.129609937828,7,4,2,1,29,0,45,Benign
70,21,29.19173901383141,2108,24.51546909210003,14345,143.8489677424568,8,1,1,0,32,0,30,Benign
98,38,27.846524466383073,3679,18.64543561589225,8749,292.43433873134177,4,8,0,1,20,0,50,Benign
39,34,27.164273454834095,2037,31.00231375654668,29836,387.95122359571684,9,5,2,3,23,1,46,Malware
39,28,27.494707530831732,3887,32.58205136338688,29965,319.62508873306393,5,3,1,3,25,2,30,Benign
89,13,9.316591230660174,2664,40.06472049497581,9740,398.5084269817435,9,6,0,0,15,2,38,Benign
80,30,7.972893510872949,1911,23.300135176988398,21373,209.2650350780712,1,8,0,0,33,1,17,Benign
50,31,30.844958685620664,1793,48.37546235484084,20883,119.52741199620363,0,7,4,0,36,1,61,Benign
37,34,30.115237110333315,3096,14.923012273969078,17419,122.38815105455188,7,0,0,4,30,1,48,Malware
94,38,25.4395491213909,4497,38.022668180032724,21791,207.49019413015262,9,2,2,5,16,1,78,Malware
59,20,23.177172359466145,4013,41.17658266220556,23427,263.0668368584363,0,9,3,2,9,1,23,Benign
78,37,16.006151194471652,1358,20.341579053257266,10272,315.0020821503151,11,1,0,2,44,2,94,Malware
38,13,11.722477747340097,3289,51.300567524981055,19617,403.06451789517814,5,2,2,4,10,2,47,Malware
46,23,25.029693131895094,2857,40.77160626038388,13758,435.8437933970162,4,4,3,0,36,1,24,Benign
98,23,32.391039142474305,2076,42.28611073239864,20103,377.47238955897006,11,5,1,5,32,1,39,Malware
87,15,18.1098972721445,2800,34.887175288171925,27141,285.2835818890734,10,2,0,12,47,2,80,Malware
86,38,14.096374106687106,4140,55.47971085881692,19381,205.79480634870322,8,1,4,2,14,2,36,Benign
91,26,13.122254404684734,2575,44.69637907438122,17973,271.12092994957067,7,4,1,5,35,2,81,Malware
81,11,5.711157286992458,2719,29.091778244788127,16562,209.358460765133,5,3,4,2,14,1,44,Malware
90,17,20.609501665821963,2668,21.93029438920431,6979,349.7850455483978,9,4,2,2,1,2,50,Benign
69,13,34.64708089564495,3103,13.553083741174362,27548,427.28274419796315,5,9,2,4,24,2,62,Malware
67,19,29.457131484179673,1878,18.268041859017977,25222,307.2754974321376,0,3,3,0,12,1,70,Benign
72,16,31.92424154495775,4527,59.634147604182985,12140,118.33578986370395,10,3,4,5,48,1,54,Malware
92,13,23.63492288826518,3302,30.33834479958201,18476,475.8994511665974,7,7,2,1,41,1,39,Malware
48,25,19.443392314482523,1004,54.93436136387034,7315,217.7136047209466,7,5,4,5,9,0,10,Malware
79,23,34.71371022211254,2604,18.528467844263222,13292,465.8041354075266,9,1,2,2,13,2,42,Malware
62,25,18.414863319165406,2075,31.268043567042483,9756,425.2273210107953,8,2,4,3,26,0,87,Malware
42,34,32.5049172714034,1328,58.02592335167243,11796,265.25004532371963,4,7,3,3,15,0,16,Malware
91,18,27.85534426351205,3145,14.556612570964997,19314,122.6815068736582,10,0,1,1,44,1,71,Malware
72,13,14.92935275714158,4232,39.69921419062514,16636,479.0815617691228,8,5,0,3,16,2,31,Malware
78,38,20.091865497589552,4477,55.958595034815104,5032,363.6214668765996,6,2,2,4,10,2,60,Malware
65,33,16.52987665291104,4028,57.48416864771253,25715,199.86159303575639,6,8,4,2,17,1,78,Malware
39,15,9.086698224978948,2002,52.30037385558879,19533,313.4144813742199,5,9,2,1,40,2,94,Benign
35,10,15.70299744686579,1782,52.796721618007474,28274,354.1482035506234,2,0,2,0,45,0,64,Benign
86,16,31.669186528402832,1576,42.609147705873276,13523,190.66373085787552,6,1,0,0,10,2,40,Benign
30,10,27.57907056047204,1326,21.021155404749628,24900,137.4161999346888,10,5,3,1,47,2,63,Malware
87,28,13.32743222904986,4990,46.533927224245986,25965,206.9862183338652,10,3,0,6,47,1,36,Malware
50,17,16.03739939292615,3290,58.91922322293616,9215,119.04106730465034,8,9,1,8,10,0,53,Malware
85,34,23.493017690195654,2527,36.29667573364054,21541,127.9946040979437,10,0,1,4,35,0,88,Malware
49,12,17.48419445025462,3414,23.03486795384506,26329,162.63401739730253,3,9,1,8,41,1,96,Benign
83,10,20.091323490936887,3821,38.673553388249886,25012,163.36254825924175,8,3,1,6,8,1,69,Malware
54,10,25.94505233287947,3771,44.53051781203082,25166,199.1806339733266,5,1,1,1,10,2,62,Malware
57,16,19.017525444320622,2465,20.414015471220658,25205,474.97169287557153,4,8,4,4,7,1,26,Malware
34,30,10.729093690015874,4225,45.959467380471125,24072,330.3280091497611,10,6,2,8,34,2,45,Malware
50,22,20.61721811944488,3281,39.371642944219595,10044,269.00207197605346,5,5,4,7,1,2,75,Malware
47,39,15.683546906512774,1651,40.61749545740261,16114,325.51986743160296,1,8,4,4,5,1,11,Malware
76,10,13.72202685375868,3380,25.299396486991707,12846,102.28462127212184,2,7,0,10,17,1,29,Malware
99,25,14.843256833195573,1494,17.76334050556006,10385,457.89876388573305,8,1,0,3,48,2,19,Benign
86,31,18.170066524700168,2138,41.17249476528285,7098,312.92525642157807,2,2,4,0,20,0,78,Benign
48,39,31.598394286148633,3416,39.31164945762859,23540,280.66026601156057,6,6,1,0,4,0,67,Benign
94,31,27.021713129906008,2356,26.900609385690245,10454,476.6407757522525,9,9,3,4,46,2,90,Malware
32,23,25.036458155040858,2153,24.794683377294362,29709,392.1632337934855,10,3,2,4,34,1,56,Malware
71,13,19.137806326452,4999,27.362223083114202,25134,234.9683360169159,7,5,1,0,36,0,72,Benign
50,32,5.054898414490503,4249,34.49416692494101,7127,474.46299258277793,5,8,0,0,47,1,48,Benign
69,32,15.21652134317274,3142,58.74098675555806,7385,440.79904999742,6,6,4,3,1,1,71,Malware
96,21,29.395761199384207,4388,48.17823110131032,17719,481.8134917238687,0,2,0,0,40,1,91,Benign
54,34,16.64512728553219,3954,52.58698695827442,21024,138.4895749645204,9,5,2,3,29,0,69,Benign
84,21,21.914573752029217,2124,35.28247844517655,26984,482.11395575485966,7,6,4,2,20,0,82,Benign
81,26,11.142194490412905,2219,36.306180588938844,28415,317.1531355486221,5,0,3,2,29,1,83,Benign
73,30,32.47573225537373,1801,20.216233071851384,28840,368.88603183694227,2,6,4,3,16,2,41,Malware
85,24,32.695113072111994,3042,46.05229181505392,12762,184.89555987353663,9,4,0,0,16,1,72,Benign
84,19,9.382111518750614,1207,31.07920028953181,25581,156.1605960207849,7,6,1,1,36,1,48,Benign
99,12,26.724768476189965,3654,47.12234294088556,9426,131.75499903040054,3,6,0,0,45,2,27,Benign
95,32,7.257155232557389,1472,30.452769065631273,23662,268.925236857889,11,5,2,10,40,0,33,Malware
48,29,22.956428539402935,2638,15.425859360695407,6474,188.53978785036742,8,2,3,1,24,2,11,Benign
36,29,10.359609524779891,2031,18.652684389294173,18051,132.6491634798666,8,8,2,1,17,2,25,Benign
92,38,9.371157574676115,1135,50.578503903734166,10989,482.02647837147657,8,4,2,0,27,2,88,Benign
71,21,5.123594521780096,3657,22.93082447794663,12488,393.356537299015,6,8,1,5,40,1,60,Malware
71,10,33.225714106022096,3958,23.217721128353467,14240,307.1418032801587,7,2,0,1,9,0,93,Malware
88,10,29.877574745613735,1260,56.46840450011657,21799,397.3389931230039,4,6,1,8,20,0,63,Malware
49,19,7.324266717738772,2170,42.88178114334247,10507,344.58326891904005,13,4,1,2,46,2,65,Malware
46,27,22.9812683020107,1457,15.715377694217816,23550,171.21303755211366,13,6,4,4,24,0,71,Malware
56,24,11.986947043976986,2928,17.179263506596712,10782,353.37457760824725,6,7,0,9,42,2,80,Malware
76,11,12.920476464188202,2720,23.61837163601397,18903,372.40490754541514,6,7,4,5,21,2,91,Benign
31,26,31.225109650279776,4509,39.69978439133164,23762,194.98833566300772,10,4,0,2,17,1,98,Malware
92,17,8.429772368036067,2436,47.64127349528364,17646,228.0578589115949,13,4,1,7,39,0,86,Malware
91,31,23.044704069891306,4571,23.72482217265985,12293,253.32026390374384,6,7,3,2,31,2,69,Malware
48,31,17.037666049370273,3279,53.53210187074822,21672,341.0186558720951,13,5,4,7,14,0,84,Malware
46,35,10.724017988908688,3148,15.459008944207428,7600,150.72319282254702,4,5,0,5,37,0,81,Malware
98,35,18.557542257879874,1146,20.379958402158977,23109,397.39124940198616,4,1,4,2,13,0,29,Benign
68,18,33.21467861318385,1716,58.52324605714388,19332,238.40970830534562,7,6,0,1,29,2,73,Malware
68,30,28.448301476916566,1506,16.73724318268288,11053,376.70904787712954,8,9,4,1,33,1,77,Benign
65,29,8.963342040910009,3605,54.405565386190545,5716,473.1549573534138,9,6,3,2,21,2,88,Malware
69,20,30.482892191529416,3151,45.19675377020477,24796,447.9498587033822,4,5,0,2,43,1,86,Malware
74,15,33.123215869623294,3383,13.654354532085335,10323,395.03245179277525,5,1,3,0,6,0,58,Benign
33,33,13.308928425266217,1445,34.18534144499719,18490,177.33079346049544,6,4,3,5,15,0,95,Benign
54,23,15.00259086546043,3781,35.94896765724032,23777,392.82974743020344,6,5,3,1,14,0,35,Benign
98,10,8.78929779866165,1443,56.60698157079188,25464,354.3157623864121,9,3,4,0,32,0,61,Benign
59,16,15.348203132652266,1117,31.055229653858436,16254,409.01872900483596,6,9,2,3,9,1,70,Malware
97,33,25.194223914188367,2540,32.33818077321379,22396,447.52556833536,8,5,1,6,46,2,18,Malware
58,18,13.164650452888031,1928,15.624187739318915,27632,224.59004561555759,6,4,2,3,10,1,14,Benign
97,20,5.2047503230076,3770,41.95862817188312,7360,357.7216289680726,0,9,2,0,19,2,39,Benign
80,33,15.156339429004145,1566,20.54484879445483,6946,210.05527410186664,3,8,4,0,3,0,13,Benign
53,32,18.595220869061976,4602,13.876662911185342,8512,238.51397569465402,8,5,2,4,32,0,40,Malware
43,25,21.99068112262128,2936,59.8459500035397,13118,308.2578177021163,9,0,2,2,1,2,23,Benign
98,28,25.51475313074059,1087,23.48148139814026,26983,273.66535669285764,2,9,4,3,16,0,34,Malware
47,11,6.853530326863103,4830,17.052658256440196,6351,340.2522409881327,7,9,1,0,38,1,37,Benign
71,24,19.092558358983233,2652,44.974518729858815,20610,403.504588151482,5,0,1,0,45,2,24,Benign
86,12,12.990873880520553,1475,51.08410779609509,19817,342.0080098417684,5,1,2,0,32,2,76,Benign
41,13,33.439086966334926,2705,13.203874656317335,24459,487.9201978383075,2,1,1,0,2,2,86,Benign
46,29,15.796955293817676,2508,15.269665373489351,25288,395.2480036481225,8,3,4,6,36,1,18,Malware
59,31,8.003710961596111,4733,14.508691179102293,29244,494.0047305847924,4,9,3,3,19,2,75,Malware
52,37,6.244744723147133,1294,12.34796516612556,15539,397.37628962163456,11,1,0,2,47,2,32,Malware
30,16,12.962176627847194,1719,42.97282393171419,21911,303.1675488997194,4,7,4,1,15,0,57,Malware
61,21,10.366362166479277,2404,39.4156594869682,15845,264.40230523748056,5,7,1,0,5,2,42,Benign
38,13,24.49398880636228,1994,43.14033282799665,19102,394.2641560546341,8,1,2,4,14,1,37,Malware
44,19,30.408996251228995,2306,35.28335816370905,16166,374.849756218494,3,8,1,3,5,1,72,Malware
57,15,14.376761104107874,3891,50.87538427027908,18467,367.50588147622915,3,8,2,3,11,0,17,Benign
53,34,22.333743648814714,1685,37.33341512492878,20793,388.7135376904778,10,8,0,3,27,1,45,Malware
89,39,26.909158309431596,3686,55.937346739981244,18668,448.8688452986729,9,8,3,0,39,0,11,Benign
64,31,16.95463067418005,4227,34.28242662519966,27031,191.10412301630095,5,6,3,1,37,0,33,Benign
56,23,6.989768340142027,2203,49.532933060579936,26544,325.95789155780705,3,8,4,3,7,1,31,Benign
49,12,11.875547327833559,1960,30.368017684181705,14473,341.32047505092333,10,7,0,5,2,2,88,Malware
94,26,31.491974242660497,1934,31.76119473882214,10485,217.14273512201845,13,9,4,6,49,1,33,Malware
78,20,29.734407987646847,3937,52.44960226189584,19175,495.1798459057596,10,7,0,2,42,1,78,Malware
30,19,7.595975864717511,3961,15.382991767883166,8279,414.2151665384879,6,6,0,5,23,1,62,Malware
39,35,11.718461701017224,4158,38.2458877491604,28794,228.50644100215428,3,1,3,0,21,0,94,Benign
76,38,28.074958463699602,1405,46.31682338893928,28116,243.37374226723315,3,1,0,3,49,0,90,Benign
88,30,19.5769469596646,4907,47.52103077085268,25400,387.3032595360507,6,7,0,0,23,1,67,Benign
91,19,27.79901095087173,4567,39.57467635849877,18018,104.59736859733707,5,1,1,0,1,1,44,Benign
47,19,11.332774149864395,2290,32.40322420797569,20740,285.61613506979114,7,1,0,2,29,0,64,Malware
75,12,33.58094417510824,2617,23.03912219333789,16486,237.2443888408905,6,6,3,9,35,1,35,Malware
61,33,28.50822346399698,2087,55.47131176770611,25320,441.60118718890186,2,6,3,1,35,1,55,Malware
56,35,10.923569744780242,1118,28.489397376066268,6044,416.51796417956916,3,0,3,2,37,0,34,Benign
47,24,21.753476020399667,3388,49.94960442666729,19482,232.83877068819478,6,6,2,0,47,1,94,Benign
68,26,8.392913842887735,1312,11.583280648131813,8439,445.9187909995071,2,4,4,4,18,0,20,Malware
78,36,15.843044453795077,1162,21.608460734330457,21696,465.4400024270114,11,4,0,2,33,2,33,Malware
73,27,24.788641054265625,2528,27.27923964420613,20948,320.9835396537044,10,1,2,5,6,2,87,Malware
83,28,14.90383063786315,1292,43.57870316551021,13507,163.6948010632292,8,5,3,13,10,0,33,Malware
63,28,24.702751872739036,1689,25.966540358094548,15642,408.1312331393072,8,3,3,0,28,1,82,Benign
65,21,12.343383939822859,2400,12.068190040965357,6890,227.73769601107827,2,6,3,4,12,2,11,Malware
47,33,26.63620341599201,2565,18.693375802700803,18759,310.9125560159208,6,1,0,1,4,1,15,Malware
67,14,15.787687217597872,4472,22.9582676184663,25605,118.23546581098725,2,7,2,0,49,1,34,Benign
88,33,28.714438127343115,1672,18.80237399679095,17192,300.0361690468446,6,4,2,1,25,1,90,Malware
38,36,9.100697441534408,4471,20.18622800705667,28362,252.1058132961544,4,7,1,1,7,0,12,Benign
80,25,15.859338480568557,1398,48.44784703366772,26223,374.42611729631966,5,6,4,4,38,2,14,Malware
64,39,18.917973613240527,3956,30.601682197523008,26179,116.31347198244342,3,2,3,5,20,2,41,Malware
34,24,17.7153657350173,3534,30.25896223339626,7028,349.9781888543786,4,8,1,2,44,1,57,Benign
43,24,17.9928351356102,4586,58.330316832974304,20690,408.7824294296265,5,8,0,0,23,1,64,Benign
59,36,18.344100000352178,2047,32.33509189721001,18251,105.11125865354552,2,1,1,5,8,0,45,Malware
33,15,34.66410575697954,2942,56.38290662661974,7907,399.98533786880404,9,2,3,3,41,2,45,Benign
68,21,10.794713098089641,4130,24.953154910834016,8143,152.08161091006144,7,9,1,5,17,2,34,Malware
93,11,28.05991491525813,3796,30.031312995208655,13919,379.2224461891845,3,9,3,5,29,0,65,Malware
54,36,21.553663433199738,1239,29.814167803373106,26774,282.11055055028305,7,0,1,5,48,1,37,Malware
57,29,17.408852543295623,3358,37.30394161573222,12574,320.7965225247068,8,0,3,3,35,2,44,Benign
95,18,24.005861515257934,3368,39.212364542697614,14659,234.93890017232513,6,2,2,0,26,1,22,Benign
51,13,30.605943292994116,1671,22.406251452113445,14306,198.1865625309671,9,2,1,2,10,1,88,Benign
60,14,18.99915091859258,4552,49.679212520855934,6677,128.41894322293967,4,4,2,0,11,2,69,Benign
52,30,30.94404106883203,3619,34.826297733839624,7043,445.8759949924826,2,5,4,5,15,2,36,Benign
77,35,7.813950048771496,4823,10.352177675940373,12681,344.1716862542728,9,3,4,1,18,2,84,Malware
49,17,24.592526659792966,3461,39.56703166583401,8114,493.11966372836696,5,9,4,0,4,2,15,Benign
67,31,14.995401839625895,4393,49.90297207645682,25550,440.1807601619666,7,6,1,5,27,2,65,Benign
84,19,16.601459818164923,1401,22.52333689077289,18653,447.85330688765936,7,2,4,0,45,1,36,Benign
97,16,22.13059252712911,3106,11.8935504680963,9853,339.1398722730693,9,3,2,1,5,2,51,Benign
30,31,19.397503948927167,1052,50.35893278253614,13095,132.37708178641788,8,4,2,6,6,0,47,Malware
36,23,16.453383155295633,2087,58.81383579858136,29682,465.35850482635055,8,7,4,1,10,0,64,Malware
86,39,14.24970265459194,3680,13.828180733245118,11599,147.15449365969468,2,8,4,0,19,0,28,Benign
41,39,23.549459066945964,2142,56.90184036628606,7341,306.85840374342763,5,2,0,3,12,2,95,Malware
34,14,20.167389554888757,1285,27.9637205988031,27703,442.7422952446576,6,0,0,5,24,0,22,Benign
79,25,14.699273765326414,3065,57.07198042940438,17244,288.96320572932837,5,1,1,0,16,1,77,Benign
71,24,11.148830566326764,2028,42.44196620012234,22493,166.2681416630332,2,1,0,3,9,2,15,Benign
41,14,28.234045878912564,4908,54.51221562242066,22634,249.27873948276417,9,2,2,1,13,1,38,Benign
47,12,28.991447735836637,4463,49.29165125257067,27856,495.3549440839529,6,1,2,1,18,0,98,Benign
95,32,11.41364380940608,2928,11.399887141031343,12408,499.9036745964971,3,0,1,3,32,0,70,Malware
46,38,12.84947039733801,1159,13.272125116252695,8073,384.333996019097,9,5,1,1,44,0,24,Benign
97,19,12.174290675044606,4959,36.2872302559272,26754,455.1969237417822,11,6,3,6,19,2,21,Malware
91,14,31.537092367296243,1141,16.48095099224563,10545,117.68269126583229,6,0,0,0,38,1,30,Benign
70,32,28.223911431855516,1396,33.05171195785758,29656,210.3886299929965,3,8,3,0,21,2,91,Benign
63,24,7.23720569749942,2041,57.731514928223376,15727,247.58381974953286,2,6,4,4,21,2,34,Malware
99,27,29.979978494812574,3627,24.737864377724215,5915,104.79905898727276,9,3,2,1,49,1,47,Malware
74,34,6.105554621773749,4185,34.44563569078704,21645,250.78462223877946,4,2,1,0,6,2,78,Benign
87,17,12.595993729490381,1533,29.21298150340347,10514,137.2126340237601,12,5,4,4,2,0,85,Malware
80,30,32.569741522898454,2555,41.49134821241242,20044,306.96372080624275,12,2,3,3,6,0,58,Malware
63,11,30.92993884298628,3958,19.69224653257794,24703,101.76772355957202,5,3,4,0,17,0,38,Benign
73,31,28.443035441738445,2798,22.996964506714164,29534,208.17995542686063,1,8,4,5,30,2,71,Malware
44,17,18.726416873277486,3508,52.938392568200506,8040,446.51336105368455,6,4,1,5,11,2,51,Malware
99,32,14.642423030600234,2633,50.56681119301692,9903,185.22322156810583,5,9,0,1,25,0,31,Malware
79,17,31.4463751262137,4688,49.45948444353202,17835,125.93737185957927,2,4,1,0,35,2,57,Benign
61,13,24.712222708076364,1285,48.5459804658948,24046,199.892313779782,0,8,1,1,9,0,37,Benign
96,39,13.865265651433804,2028,32.97187467307895,16186,431.02348240139474,1,1,0,0,25,0,32,Benign
32,28,18.895876338963447,3176,46.44453862661041,28342,334.8749453978125,7,6,0,0,45,2,62,Benign
80,32,31.445006667848574,1955,29.36024089360589,11241,334.4297477350163,4,6,1,8,8,1,25,Malware
96,27,32.10366308234664,1670,15.03547900947401,26648,100.22960466700086,10,5,0,4,3,1,69,Malware
77,39,24.779062819151882,4834,29.668732082444617,28321,288.86048555024445,7,3,2,3,26,0,49,Malware
46,30,26.976675821511016,1498,17.933152211396543,6972,206.2472158804944,4,6,4,2,38,0,48,Malware
36,38,6.178934996864106,3323,29.54258403162548,7174,234.483604886558,7,2,4,5,22,2,77,Malware
42,32,23.13801522911564,2106,24.871260768144328,22711,339.47465506724853,9,8,3,5,24,2,15,Malware
95,10,25.66977705112931,2855,39.958033353396246,26274,449.7359100501419,4,0,1,0,21,2,56,Benign
33,29,5.61131441240695,2141,28.07702077492117,11722,172.66276233515106,0,5,4,0,16,0,20,Benign
39,24,30.315769638687666,3076,45.27948316895892,28698,407.28880946741884,8,0,4,0,46,0,19,Benign
46,27,32.84855034952223,4052,35.60733405238247,14031,119.56087097537495,8,5,4,1,36,2,40,Benign
81,31,12.13809357256364,4429,55.974613925769994,12248,230.6916663650438,6,4,0,5,10,1,80,Benign
35,21,30.373877980908937,3697,14.55127176751935,17028,187.56507587194056,3,4,0,5,2,1,23,Malware
98,10,24.965377481274928,2180,44.38545943206661,28110,466.2335934691821,3,9,4,0,33,1,68,Benign
